,ID,Title,Difficulty,Repetitions,Done,Data structure used,Algorithm Used,Complexity,Needs Repetition,Notes
502,368,Largest Divisible Subset,Medium,1,0,,,,,
503,369,Plus One Linked List,Medium,1,0,,,,,
504,370,Range Addition,Medium,1,0,,,,,
505,375,Guess Number Higher or Lower II,Medium,1,0,,,,,
506,377,Combination Sum IV,Medium,1,0,,,,,
507,379,Design Phone Directory,Medium,1,0,,,,,
508,382,Linked List Random Node,Medium,1,0,,,,,
509,385,Mini Parser,Medium,1,0,,,,,
510,386,Lexicographical Numbers,Medium,1,0,,,,,
511,395,Longest Substring with At Least K Repeating Characters,Medium,1,0,,,,,
512,397,Integer Replacement,Medium,1,0,,,,,
513,398,Random Pick Index,Medium,1,0,,,,,
514,399,Evaluate Division,Medium,1,0,,,,,
515,400,Nth Digit,Medium,1,0,,,,,
516,402,Remove K Digits,Medium,1,0,,,,,
517,418,Sentence Screen Fitting,Medium,1,0,,,,,
518,421,Maximum XOR of Two Numbers in an Array,Medium,1,0,,,,,
519,424,Longest Repeating Character Replacement,Medium,1,0,,,,,
520,426,Convert Binary Search Tree to Sorted Doubly Linked List,Medium,1,0,,,,,
521,433,Minimum Genetic Mutation,Medium,1,0,,,,,
522,438,Find All Anagrams in a String,Medium,1,0,,,,,
523,444,Sequence Reconstruction,Medium,1,0,,,,,
524,449,Serialize and Deserialize BST,Medium,1,0,,,,,
525,451,Sort Characters By Frequency,Medium,1,0,,,,,
526,452,Minimum Number of Arrows to Burst Balloons,Medium,1,0,,,,,
527,454,4Sum II,Medium,1,0,,,,,
528,456,132 Pattern,Medium,1,0,,,,,
529,457,Circular Array Loop,Medium,1,0,,,,,
530,464,Can I Win,Medium,1,0,,,,,
531,467,Unique Substrings in Wraparound String,Medium,1,0,,,,,
532,468,Validate IP Address,Medium,1,0,,,,,
533,469,Convex Polygon,Medium,1,0,,,,,
534,470,Implement Rand10() Using Rand7(),Medium,1,0,,,,,
535,474,Ones and Zeroes,Medium,1,0,,,,,
536,477,Total Hamming Distance,Medium,1,0,,,,,
537,484,Find Permutation,Medium,1,0,,,,,
538,487,Max Consecutive Ones II,Medium,1,0,,,,,
539,494,Target Sum,Medium,1,0,,,,,
540,497,Random Point in Non-overlapping Rectangles,Medium,1,0,,,,,
541,503,Next Greater Element II,Medium,1,0,,,,,
542,505,The Maze II,Medium,1,0,,,,,
543,510,Inorder Successor in BST II,Medium,1,0,,,,,
544,515,Find Largest Value in Each Tree Row,Medium,1,0,,,,,
545,516,Longest Palindromic Subsequence,Medium,1,0,,,,,
546,523,Continuous Subarray Sum,Medium,1,0,,,,,
547,524,Longest Word in Dictionary through Deleting,Medium,1,0,,,,,
548,529,Minesweeper,Medium,1,0,,,,,
549,531,Lonely Pixel I,Medium,1,0,,,,,
550,535,Encode and Decode TinyURL,Medium,1,0,,,,,
551,544,Output Contest Matches,Medium,1,0,,,,,
552,545,Boundary of Binary Tree,Medium,1,0,,,,,
553,547,Friend Circles,Medium,1,0,,,,,
554,554,Brick Wall,Medium,1,0,,,,,
555,558,Logical OR of Two Binary Grids Represented as Quad-Trees,Medium,1,0,,,,,
556,562,Longest Line of Consecutive One in Matrix,Medium,1,0,,,,,
557,567,Permutation in String,Medium,1,0,,,,,
558,583,Delete Operation for Two Strings,Medium,1,0,,,,,
559,593,Valid Square,Medium,1,0,,,,,
560,616,Add Bold Tag in String,Medium,1,0,,,,,
561,635,Design Log Storage System,Medium,1,0,,,,,
562,640,Solve the Equation,Medium,1,0,,,,,
563,652,Find Duplicate Subtrees,Medium,1,0,,,,,
564,654,Maximum Binary Tree,Medium,1,0,,,,,
565,659,Split Array into Consecutive Subsequences,Medium,1,0,,,,,
566,662,Maximum Width of Binary Tree,Medium,1,0,,,,,
567,670,Maximum Swap,Medium,1,0,,,,,
568,676,Implement Magic Dictionary,Medium,1,0,,,,,
569,678,Valid Parenthesis String,Medium,1,0,,,,,
570,681,Next Closest Time,Medium,1,0,,,,,
571,684,Redundant Connection,Medium,1,0,,,,,
572,698,Partition to K Equal Sum Subsets,Medium,1,0,,,,,
573,701,Insert into a Binary Search Tree,Medium,1,0,,,,,
574,702,Search in a Sorted Array of Unknown Size,Medium,1,0,,,,,
575,708,Insert into a Sorted Circular Linked List,Medium,1,0,,,,,
576,713,Subarray Product Less Than K,Medium,1,0,,,,,
577,714,Best Time to Buy and Sell Stock with Transaction Fee,Medium,1,0,,,,,
578,722,Remove Comments,Medium,1,0,,,,,
579,723,Candy Crush,Medium,1,0,,,,,
580,731,My Calendar II,Medium,1,0,,,,,
581,735,Asteroid Collision,Medium,1,0,,,,,
582,737,Sentence Similarity II,Medium,1,0,,,,,
583,742,Closest Leaf in a Binary Tree,Medium,1,0,,,,,
584,743,Network Delay Time,Medium,1,0,,,,,
585,750,Number Of Corner Rectangles,Medium,1,0,,,,,
586,752,Open the Lock,Medium,1,0,,,,,
587,763,Partition Labels,Medium,1,0,,,,,
588,764,Largest Plus Sign,Medium,1,0,,,,,
589,769,Max Chunks To Make Sorted,Medium,1,0,,,,,
590,776,Split BST,Medium,1,0,,,,,
591,777,Swap Adjacent in LR String,Medium,1,0,,,,,
592,779,K-th Symbol in Grammar,Medium,1,0,,,,,
593,785,Is Graph Bipartite?,Medium,1,0,,,,,
594,787,Cheapest Flights Within K Stops,Medium,1,0,,,,,
595,790,Domino and Tromino Tiling,Medium,1,0,,,,,
596,791,Custom Sort String,Medium,1,0,,,,,
597,792,Number of Matching Subsequences,Medium,1,0,,,,,
598,794,Valid Tic-Tac-Toe State,Medium,1,0,,,,,
599,799,Champagne Tower,Medium,1,0,,,,,
600,801,Minimum Swaps To Make Sequences Increasing,Medium,1,0,,,,,
601,802,Find Eventual Safe States,Medium,1,0,,,,,
602,807,Max Increase to Keep City Skyline,Medium,1,0,,,,,
603,809,Expressive Words,Medium,1,0,,,,,
604,814,Binary Tree Pruning,Medium,1,0,,,,,
605,817,Linked List Components,Medium,1,0,,,,,
606,833,Find And Replace in String,Medium,1,0,,,,,
607,835,Image Overlap,Medium,1,0,,,,,
608,841,Keys and Rooms,Medium,1,0,,,,,
609,845,Longest Mountain in Array,Medium,1,0,,,,,
610,846,Hand of Straights,Medium,1,0,,,,,
611,853,Car Fleet,Medium,1,0,,,,,
612,855,Exam Room,Medium,1,0,,,,,
613,875,Koko Eating Bananas,Medium,1,0,,,,,
614,881,Boats to Save People,Medium,1,0,,,,,
615,889,Construct Binary Tree from Preorder and Postorder Traversal,Medium,1,0,,,,,
616,894,All Possible Full Binary Trees,Medium,1,0,,,,,
617,900,RLE Iterator,Medium,1,0,,,,,
618,901,Online Stock Span,Medium,1,0,,,,,
619,904,Fruit Into Baskets,Medium,1,0,,,,,
620,907,Sum of Subarray Minimums,Medium,1,0,,,,,
621,912,Sort an Array,Medium,1,0,,,,,
622,926,Flip String to Monotone Increasing,Medium,1,0,,,,,
623,932,Beautiful Array,Medium,1,0,,,,,
624,934,Shortest Bridge,Medium,1,0,,,,,
625,935,Knight Dialer,Medium,1,0,,,,,
626,946,Validate Stack Sequences,Medium,1,0,,,,,
627,947,Most Stones Removed with Same Row or Column,Medium,1,0,,,,,
628,948,Bag of Tokens,Medium,1,0,,,,,
629,950,Reveal Cards In Increasing Order,Medium,1,0,,,,,
630,951,Flip Equivalent Binary Trees,Medium,1,0,,,,,
631,958,Check Completeness of a Binary Tree,Medium,1,0,,,,,
632,963,Minimum Area Rectangle II,Medium,1,0,,,,,
633,979,Distribute Coins in Binary Tree,Medium,1,0,,,,,
634,983,Minimum Cost For Tickets,Medium,1,0,,,,,
635,987,Vertical Order Traversal of a Binary Tree,Medium,1,0,,,,,
636,1007,Minimum Domino Rotations For Equal Row,Medium,1,0,,,,,
637,1023,Camelcase Matching,Medium,1,0,,,,,
638,1024,Video Stitching,Medium,1,0,,,,,
639,1026,Maximum Difference Between Node and Ancestor,Medium,1,0,,,,,
640,1027,Longest Arithmetic Sequence,Medium,1,0,,,,,
641,1031,Maximum Sum of Two Non-Overlapping Subarrays,Medium,1,0,,,,,
642,1038,Binary Search Tree to Greater Sum Tree,Medium,1,0,,,,,
643,1048,Longest String Chain,Medium,1,0,,,,,
644,1055,Shortest Way to Form String,Medium,1,0,,,,,
645,1057,Campus Bikes,Medium,1,0,,,,,
646,1062,Longest Repeating Substring,Medium,1,0,,,,,
647,1066,Campus Bikes II,Medium,1,0,,,,,
648,1079,Letter Tile Possibilities,Medium,1,0,,,,,
649,1087,Brace Expansion,Medium,1,0,,,,,
650,1091,Shortest Path in Binary Matrix,Medium,1,0,,,,,
651,1102,Path With Maximum Minimum Value,Medium,1,0,,,,,
652,1105,Filling Bookcase Shelves,Medium,1,0,,,,,
653,1110,Delete Nodes And Return Forest,Medium,1,0,,,,,
654,1123,Lowest Common Ancestor of Deepest Leaves,Medium,1,0,,,,,
655,1131,Maximum of Absolute Value Expression,Medium,1,0,,,,,
656,1138,Alphabet Board Path,Medium,1,0,,,,,
657,1140,Stone Game II,Medium,1,0,,,,,
658,1143,Longest Common Subsequence,Medium,1,0,,,,,
659,1145,Binary Tree Coloring Game,Medium,1,0,,,,,
660,1155,Number of Dice Rolls With Target Sum,Medium,1,0,,,,,
661,1161,Maximum Level Sum of a Binary Tree,Medium,1,0,,,,,
662,1167,Minimum Cost to Connect Sticks,Medium,1,0,,,,,
663,1188,Design Bounded Blocking Queue,Medium,1,0,,,,,
664,1209,Remove All Adjacent Duplicates in String II,Medium,1,0,,,,,
665,1218,Longest Arithmetic Subsequence of Given Difference,Medium,1,0,,,,,
666,1219,Path with Maximum Gold,Medium,1,0,,,,,
667,1223,Dice Roll Simulation,Medium,1,0,,,,,
668,1233,Remove Sub-Folders from the Filesystem,Medium,1,0,,,,,
669,1244,Design A Leaderboard,Medium,1,0,,,,,
670,1245,Tree Diameter,Medium,1,0,,,,,
671,1254,Number of Closed Islands,Medium,1,0,,,,,
672,1265,Print Immutable Linked List in Reverse,Medium,1,0,,,,,
673,1267,Count Servers that Communicate,Medium,1,0,,,,,
674,1277,Count Square Submatrices with All Ones,Medium,1,0,,,,,
675,1286,Iterator for Combination,Medium,1,0,,,,,
676,1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,Medium,1,0,,,,,
677,1296,Divide Array in Sets of K Consecutive Numbers,Medium,1,0,,,,,
678,1300,Sum of Mutated Array Closest to Target,Medium,1,0,,,,,
679,1315,Sum of Nodes with Even-Valued Grandparent,Medium,1,0,,,,,
680,1325,Delete Leaves With a Given Value,Medium,1,0,,,,,
681,1352,Product of the Last K Numbers,Medium,1,0,,,,,
682,1366,Rank Teams by Votes,Medium,1,0,,,,,
683,1376,Time Needed to Inform All Employees,Medium,1,0,,,,,
684,1423,Maximum Points You Can Obtain from Cards,Medium,1,0,,,,,
685,1424,Diagonal Traverse II,Medium,1,0,,,,,
686,1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,1,0,,,,,
687,1447,Simplified Fractions,Medium,1,0,,,,,
688,1466,Reorder Routes to Make All Paths Lead to the City Zero,Medium,1,0,,,,,
689,1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,Medium,1,0,,,,,
690,1504,Count Submatrices With All Ones,Medium,1,0,,,,,
691,1530,Number of Good Leaf Nodes Pairs,Medium,1,0,,,,,
692,44,Wildcard Matching,Hard,1,0,,,,,
693,84,Largest Rectangle in Histogram,Hard,1,0,,,,,
694,85,Maximal Rectangle,Hard,1,0,,,,,
695,99,Recover Binary Search Tree,Hard,1,0,,,,,
696,115,Distinct Subsequences,Hard,1,0,,,,,
697,132,Palindrome Partitioning II,Hard,1,0,,,,,
698,145,Binary Tree Postorder Traversal,Hard,1,0,,,,,
699,154,Find Minimum in Rotated Sorted Array II,Hard,1,0,,,,,
700,158,Read N Characters Given Read4 II - Call multiple times,Hard,1,0,,,,,
701,174,Dungeon Game,Hard,1,0,,,,,
702,185,Department Top Three Salaries,Hard,1,0,,,,,
703,214,Shortest Palindrome,Hard,1,0,,,,,
704,224,Basic Calculator,Hard,1,0,,,,,
705,233,Number of Digit One,Hard,1,0,,,,,
706,248,Strobogrammatic Number III,Hard,1,0,,,,,
707,265,Paint House II,Hard,1,0,,,,,
708,272,Closest Binary Search Tree Value II,Hard,1,0,,,,,
709,296,Best Meeting Point,Hard,1,0,,,,,
710,302,Smallest Rectangle Enclosing Black Pixels,Hard,1,0,,,,,
711,305,Number of Islands II,Hard,1,0,,,,,
712,308,Range Sum Query 2D - Mutable,Hard,1,0,,,,,
713,312,Burst Balloons,Hard,1,0,,,,,
714,317,Shortest Distance from All Buildings,Hard,1,0,,,,,
715,321,Create Maximum Number,Hard,1,0,,,,,
716,327,Count of Range Sum,Hard,1,0,,,,,
717,330,Patching Array,Hard,1,0,,,,,
718,335,Self Crossing,Hard,1,0,,,,,
719,340,Longest Substring with At Most K Distinct Characters,Hard,1,0,,,,,
720,352,Data Stream as Disjoint Intervals,Hard,1,0,,,,,
721,354,Russian Doll Envelopes,Hard,1,0,,,,,
722,358,Rearrange String k Distance Apart,Hard,1,0,,,,,
723,363,Max Sum of Rectangle No Larger Than K,Hard,1,0,,,,,
724,410,Split Array Largest Sum,Hard,1,0,,,,,
725,411,Minimum Unique Word Abbreviation,Hard,1,0,,,,,
726,420,Strong Password Checker,Hard,1,0,,,,,
727,425,Word Squares,Hard,1,0,,,,,
728,432,All O`one Data Structure,Hard,1,0,,,,,
729,440,K-th Smallest in Lexicographical Order,Hard,1,0,,,,,
730,465,Optimal Account Balancing,Hard,1,0,,,,,
731,471,Encode String with Shortest Length,Hard,1,0,,,,,
732,479,Largest Palindrome Product,Hard,1,0,,,,,
733,483,Smallest Good Base,Hard,1,0,,,,,
734,489,Robot Room Cleaner,Hard,1,0,,,,,
735,493,Reverse Pairs,Hard,1,0,,,,,
736,499,The Maze III,Hard,1,0,,,,,
737,527,Word Abbreviation,Hard,1,0,,,,,
738,546,Remove Boxes,Hard,1,0,,,,,
739,552,Student Attendance Record II,Hard,1,0,,,,,
740,564,Find the Closest Palindrome,Hard,1,0,,,,,
741,568,Maximum Vacation Days,Hard,1,0,,,,,
742,587,Erect the Fence,Hard,1,0,,,,,
743,591,Tag Validator,Hard,1,0,,,,,
744,630,Course Schedule III,Hard,1,0,,,,,
745,639,Decode Ways II,Hard,1,0,,,,,
746,660,Remove 9,Hard,1,0,,,,,
747,668,Kth Smallest Number in Multiplication Table,Hard,1,0,,,,,
748,679,24 Game,Hard,1,0,,,,,
749,683,K Empty Slots,Hard,1,0,,,,,
750,685,Redundant Connection II,Hard,1,0,,,,,
751,689,Maximum Sum of 3 Non-Overlapping Subarrays,Hard,1,0,,,,,
752,710,Random Pick with Blacklist,Hard,1,0,,,,,
753,715,Range Module,Hard,1,0,,,,,
754,719,Find K-th Smallest Pair Distance,Hard,1,0,,,,,
755,726,Number of Atoms,Hard,1,0,,,,,
756,727,Minimum Window Subsequence,Hard,1,0,,,,,
757,730,Count Different Palindromic Subsequences,Hard,1,0,,,,,
758,732,My Calendar III,Hard,1,0,,,,,
759,736,Parse Lisp Expression,Hard,1,0,,,,,
760,745,Prefix and Suffix Search,Hard,1,0,,,,,
761,753,Cracking the Safe,Hard,1,0,,,,,
762,759,Employee Free Time,Hard,1,0,,,,,
763,765,Couples Holding Hands,Hard,1,0,,,,,
764,768,Max Chunks To Make Sorted II,Hard,1,0,,,,,
765,770,Basic Calculator IV,Hard,1,0,,,,,
766,773,Sliding Puzzle,Hard,1,0,,,,,
767,774,Minimize Max Distance to Gas Station,Hard,1,0,,,,,
768,778,Swim in Rising Water,Hard,1,0,,,,,
769,780,Reaching Points,Hard,1,0,,,,,
770,803,Bricks Falling When Hit,Hard,1,0,,,,,
771,805,Split Array With Same Average,Hard,1,0,,,,,
772,815,Bus Routes,Hard,1,0,,,,,
773,818,Race Car,Hard,1,0,,,,,
774,827,Making A Large Island,Hard,1,0,,,,,
775,834,Sum of Distances in Tree,Hard,1,0,,,,,
776,839,Similar String Groups,Hard,1,0,,,,,
777,843,Guess the Word,Hard,1,0,,,,,
778,850,Rectangle Area II,Hard,1,0,,,,,
779,854,K-Similar Strings,Hard,1,0,,,,,
780,857,Minimum Cost to Hire K Workers,Hard,1,0,,,,,
781,862,Shortest Subarray with Sum at Least K,Hard,1,0,,,,,
782,864,Shortest Path to Get All Keys,Hard,1,0,,,,,
783,871,Minimum Number of Refueling Stops,Hard,1,0,,,,,
784,887,Super Egg Drop,Hard,1,0,,,,,
785,913,Cat and Mouse,Hard,1,0,,,,,
786,920,Number of Music Playlists,Hard,1,0,,,,,
787,924,Minimize Malware Spread,Hard,1,0,,,,,
788,936,Stamping The Sequence,Hard,1,0,,,,,
789,940,Distinct Subsequences II,Hard,1,0,,,,,
790,943,Find the Shortest Superstring,Hard,1,0,,,,,
791,952,Largest Component Size by Common Factor,Hard,1,0,,,,,
792,960,Delete Columns to Make Sorted III,Hard,1,0,,,,,
793,968,Binary Tree Cameras,Hard,1,0,,,,,
794,975,Odd Even Jump,Hard,1,0,,,,,
795,980,Unique Paths III,Hard,1,0,,,,,
796,982,Triples with Bitwise AND Equal To Zero,Hard,1,0,,,,,
797,992,Subarrays with K Different Integers,Hard,1,0,,,,,
798,996,Number of Squareful Arrays,Hard,1,0,,,,,
799,1000,Minimum Cost to Merge Stones,Hard,1,0,,,,,
800,1032,Stream of Characters,Hard,1,0,,,,,
801,1036,Escape a Large Maze,Hard,1,0,,,,,
802,1074,Number of Submatrices That Sum to Target,Hard,1,0,,,,,
803,1088,Confusing Number II,Hard,1,0,,,,,
804,1096,Brace Expansion II,Hard,1,0,,,,,
805,1121,Divide Array Into Increasing Sequences,Hard,1,0,,,,,
806,1125,Smallest Sufficient Team,Hard,1,0,,,,,
807,1136,Parallel Courses,Hard,1,0,,,,,
808,1153,String Transforms Into Another String,Hard,1,0,,,,,
809,1157,Online Majority Element In Subarray,Hard,1,0,,,,,
810,1168,Optimize Water Distribution in a Village,Hard,1,0,,,,,
811,1192,Critical Connections in a Network,Hard,1,0,,,,,
812,1203,Sort Items by Groups Respecting Dependencies,Hard,1,0,,,,,
813,1206,Design Skiplist,Hard,1,0,,,,,
814,1231,Divide Chocolate,Hard,1,0,,,,,
815,1235,Maximum Profit in Job Scheduling,Hard,1,0,,,,,
816,1240,Tiling a Rectangle with the Fewest Squares,Hard,1,0,,,,,
817,1278,Palindrome Partitioning III,Hard,1,0,,,,,
818,1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard,1,0,,,,,
819,1293,Shortest Path in a Grid with Obstacles Elimination,Hard,1,0,,,,,
820,1312,Minimum Insertion Steps to Make a String Palindrome,Hard,1,0,,,,,
821,1320,Minimum Distance to Type a Word Using Two Fingers,Hard,1,0,,,,,
822,1326,Minimum Number of Taps to Open to Water a Garden,Hard,1,0,,,,,
823,1345,Jump Game IV,Hard,1,0,,,,,
824,1368,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,1,0,,,,,
825,1406,Stone Game III,Hard,1,0,,,,,
826,1444,Number of Ways of Cutting a Pizza,Hard,1,0,,,,,
827,1463,Cherry Pickup II,Hard,1,0,,,,,
828,1483,Kth Ancestor of a Tree Node,Hard,1,0,,,,,
829,1547,Minimum Cost to Cut a Stick,Hard,1,0,,,,,
